data_lancamento,nome_artistico,nome_artista,qtd_artistas,qtd_playlists_spotify,qtd_destaques_spotify,qtd_transmissoes,qtd_playlists_apple,qtd_destaques_apple,qtd_playlists_deezer,qtd_destques_deezer,qtd_destaues_shazam,batidas_por_minuto,modo,acustica_%,instrumentalidade_%
2022-06-15,B.O.T.A. (BADDEST OF THEM ALL) - EDIT,"INTERPLANETARY CRIMINAL, ELIZA ROSE",2,5153,6,244585109.0,102,53,113.0,12,0.0,137,MAJOR,24,61
2022-08-26,TALK THAT TALK,TWICE,1,615,0,189476119.0,14,77,15.0,1,2.0,120,MINOR,14,0
2022-01-20,BILLIE EILISH.,ARMANI WHITE,1,2537,0,277132266.0,49,1,67.0,11,1.0,100,MAJOR,11,0
2022-06-03,FERXXO 100,FEID,1,1647,30,278920007.0,20,49,23.0,2,2.0,164,MINOR,25,0
2022-06-10,KU LO SA - A COLORS SHOW,OXLADE,1,2019,8,222410722.0,117,72,107.0,1,7.0,93,MINOR,31,0
2022-09-13,PROHIBIDOX,FEID,1,1473,12,185392587.0,25,36,25.0,1,0.0,180,MINOR,5,0
2022-07-15,STATIC,STEVE LACY,1,1613,0,202452860.0,21,15,13.0,0,0.0,79,MAJOR,43,63
2002-08-05,THE SCIENTIST,COLDPLAY,1,30992,6,1608164312.0,124,25,7.827,1,0.0,146,MAJOR,73,0
2000-07-10,SPARKS,COLDPLAY,1,10826,4,624101957.0,24,0,805.0,0,0.0,103,MAJOR,75,5
2022-09-02,TALK,YEAT,1,920,0,148461629.0,10,1,8.0,0,0.0,140,MINOR,8,0
2022-09-13,XQ TE PONES ASÏ¿,"YANDEL, FEID",2,308,0,47093942.0,6,1,6.0,0,0.0,92,MAJOR,13,0
2016-06-23,SELFISH,PNB ROCK,1,2468,0,380319238.0,15,0,0.0,0,0.0,102,MINOR,11,0
2022-07-22,SIN SEÏ¿½Ï,"OVY ON THE DRUMS, QUEVEDO",2,1097,2,209106362.0,18,10,13.0,1,1.0,118,MINOR,33,1
2022-09-13,LADY MI AMOR,FEID,1,330,0,53987404.0,3,0,2.0,0,0.0,93,MAJOR,6,0
2022-06-23,POLAND,LIL YACHTY,1,1584,0,115331792.0,38,0,24.0,0,0.0,150,MINOR,14,83
2022-10-07,THE LONELIEST,MÏ¿½Ï¿½NE,1,1585,5,225093344.0,78,65,328.0,1,198.0,130,MAJOR,0,0
2022-10-14,BYE BYE,"MARSHMELLO, JUICE WRLD",2,766,0,84697729.0,16,0,9.0,0,0.0,83,MINOR,6,0
2022-08-18,BABY OTAKU,"FRAN C, POLIMA WESTCOAST, NICKOOG CLK, PABLITO PESADILLA",4,836,0,159240673.0,14,1,13.0,0,0.0,102,MAJOR,5,0
2022-10-17,NXDE,(G)I-DLE,1,430,6,170709584.0,14,116,9.0,0,11.0,136,MINOR,4,0
1982-05-16,MISS YOU,SOUTHSTAR,1,2020,0,154356956.0,77,10,119.0,0,40.0,145,MAJOR,17,0
2018-11-21,WE FELL IN LOVE IN OCTOBER,GIRL IN RED,1,6858,0,723043854.0,31,21,15.0,0,4.0,130,MAJOR,11,18
2022-07-14,2 BE LOVED (AM I READY),LIZZO,1,3682,6,247689123.0,41,0,158.0,2,68.0,156,MAJOR,9,0
2022-09-29,CELESTIAL,ED SHEERAN,1,1639,0,176474912.0,86,14,80.0,0,37.0,123,MAJOR,5,0
2022-09-16,TYPA GIRL,BLACKPINK,1,452,10,235549288.0,2,129,13.0,0,1.0,132,MAJOR,7,0
2020-12-18,I REALLY WANT TO STAY AT YOUR HOUSE,"ROSA WALTON, HALLIE COGGINS",2,668,1,140430339.0,0,0,31.0,0,0.0,125,MINOR,0,0
2022-10-14,CALIFORNIA BREEZE,LIL BABY,1,991,0,85559365.0,36,38,13.0,0,3.0,162,MINOR,0,0
2022-09-22,BAMBA (FEAT. AITCH & BIA),"LUCIANO, AITCH, BÏ¿½",3,869,7,146223492.0,14,12,12.0,2,28.0,138,MAJOR,14,0
2022-07-01,CASEI COM A PUTARIA,"MC RYAN SP, LOVE FUNK, MC PAIVA ZS",3,648,4,187701588.0,0,0,30.0,0,0.0,161,MINOR,12,0
2022-11-04,MAJOR DISTRIBUTION,"DRAKE, 21 SAVAGE",2,1545,0,154863153.0,22,7,15.0,0,0.0,131,MINOR,1,0
2022-11-04,PUSSY & MILLIONS (FEAT. TRAVIS SCOTT),"DRAKE, TRAVIS SCOTT, 21 SAVAGE",3,1930,0,191333656.0,24,8,17.0,0,1.0,122,MINOR,6,0
2022-10-21,VIGILANTE SHIT,TAYLOR SWIFT,1,1948,0,253650850.0,12,9,16.0,0,0.0,80,MINOR,17,0
2022-10-21,QUESTION...?,TAYLOR SWIFT,1,1608,0,223064273.0,10,3,12.0,0,0.0,109,MAJOR,20,0
2022-11-04,ON BS,"DRAKE, 21 SAVAGE",2,1338,0,170413877.0,9,20,7.0,0,0.0,158,MAJOR,2,0
2022-10-21,MASTERMIND,TAYLOR SWIFT,1,1936,0,218320587.0,7,5,13.0,0,0.0,126,MAJOR,55,0
2022-11-04,CIRCO LOCO,"DRAKE, 21 SAVAGE",2,1794,0,141720999.0,26,9,17.0,0,3.0,104,MAJOR,1,0
2022-10-21,LABYRINTH,TAYLOR SWIFT,1,1597,0,187339835.0,6,3,15.0,0,0.0,110,MAJOR,80,22
2022-11-04,SPIN BOUT U,"DRAKE, 21 SAVAGE",2,1652,2,198365537.0,26,52,10.0,0,95.0,130,MAJOR,1,0
2022-10-21,SWEET NOTHING,TAYLOR SWIFT,1,1747,0,186104310.0,9,6,13.0,0,2.0,177,MAJOR,97,0
2022-10-21,"WOULD'VE, COULD'VE, SHOULD'VE",TAYLOR SWIFT,1,1715,0,177503916.0,4,5,8.0,0,0.0,158,MAJOR,43,0
2022-11-04,CON LA BRISA,"LUDWIG GORANSSON, FOUDEQUSH",2,486,0,71095708.0,8,1,7.0,0,0.0,114,MINOR,51,33
2022-11-04,PRIVILEGED RAPPERS,"DRAKE, 21 SAVAGE",2,1007,0,112436403.0,6,5,3.0,0,0.0,144,MAJOR,0,0
2022-10-28,THE ASTRONAUT,JIN,1,481,9,203436468.0,10,100,15.0,1,27.0,125,MAJOR,0,0
2022-11-04,BACKOUTSIDEBOYZ,DRAKE,1,1045,0,93367537.0,8,5,2.0,0,0.0,142,MINOR,4,0
2022-11-04,BROKE BOYS,"DRAKE, 21 SAVAGE",2,1060,0,106249219.0,3,8,5.0,0,0.0,120,MAJOR,1,0
2022-10-21,THE GREAT WAR,TAYLOR SWIFT,1,1274,0,181382590.0,1,6,11.0,0,0.0,96,MAJOR,22,0
2022-11-03,MY MIND & ME,SELENA GOMEZ,1,953,0,91473363.0,61,13,37.0,1,0.0,144,MAJOR,57,0
2022-10-21,BIGGER THAN THE WHOLE SKY,TAYLOR SWIFT,1,1180,0,121871870.0,4,0,8.0,0,0.0,166,MAJOR,83,1
2022-11-03,A VECES (FEAT. FEID),"FEID, PAULO LONDRA",2,573,0,73513683.0,2,0,7.0,0,0.0,92,MAJOR,4,0
2022-10-20,EN LA DE ELLA,"FEID, SECH, JHAYCO",3,1320,0,133895612.0,29,26,17.0,0,0.0,97,MAJOR,8,0
2022-11-04,ALONE,BURNA BOY,1,782,2,96007391.0,27,18,32.0,1,0.0,90,MINOR,15,0
