data_lancamento,nome_artistico,nome_artista,qtd_artistas,qtd_playlists_spotify,qtd_destaques_spotify,qtd_transmissoes,qtd_playlists_apple,qtd_destaques_apple,qtd_playlists_deezer,qtd_destques_deezer,qtd_destaues_shazam,batidas_por_minuto,modo,acustica_%,instrumentalidade_%
2019-08-30,CIRCLES,POST MALONE,1,19664,16,2132335812.0,391,73,633.0,3,37.0,120,MAJOR,24,0
2010-01-01,JUST THE WAY YOU ARE,BRUNO MARS,1,21106,13,1641426668.0,82,0,2.946,0,0.0,109,MAJOR,1,0
2013-09-13,TAKE ME TO CHURCH,HOZIER,1,23804,31,2135158446.0,187,99,4.623,1,0.0,129,MINOR,63,0
2022-12-16,BEBE DAME,"FUERZA REGIDA, GRUPO FRONTERA",2,849,22,367316268.0,27,129,21.0,7,111.0,157,MAJOR,30,0
2021-04-09,YOU BELONG WITH ME (TAYLORÏ¿½Ï¿½Ï¿½S VE,TAYLOR SWIFT,1,2619,12,350381515.0,47,90,1.0,0,7.0,130,MAJOR,5,0
2022-05-06,TITI ME PREGUNTÏ¿,BAD BUNNY,1,9037,42,1264310836.0,124,133,139.0,14,166.0,107,MINOR,10,0
2023-07-07,BETTER THAN REVENGE (TAYLOR'S VERSION),TAYLOR SWIFT,1,86,11,30343206.0,3,33,3.0,0,1.0,146,MINOR,0,0
2020-02-10,SHUT UP MY MOMS CALLING,HOTEL UGLY,1,1788,14,405136812.0,1,50,19.0,0,19.0,139,MINOR,32,0
1968-07-01,HAVE YOU EVER SEEN THE RAIN?,CREEDENCE CLEARWATER REVIVAL,1,15890,14,1145727611.0,71,37,653.0,0,167.0,116,MAJOR,7,0
2010-07-20,ES UN SECRETO,PLAN B,1,492,36,540654286.0,4,3,19.0,0,0.0,95,MINOR,12,0
2023-06-08,POLARIS - REMIX,"FEID, MORA, SAIKO, QUEVEDO",4,773,33,57312735.0,20,46,21.0,8,99.0,170,MINOR,15,0
2022-12-19,DITTO,NEWJEANS,1,1154,22,397582059.0,28,125,11.0,1,51.0,134,MINOR,3,0
1984-10-19,TAKE ON ME,A-HA,1,44927,17,1479115056.0,34,0,5.108,6,0.0,84,MINOR,2,0
2023-06-02,"ANNIHILATE (SPIDER-MAN: ACROSS THE SPIDER-VERSE) (METRO BOOMIN & SWAE LEE, LIL WAYNE, OFFSET)","SWAE LEE, LIL WAYNE, OFFSET, METRO BOOMIN",4,551,4,86773632.0,13,46,20.0,1,10.0,146,MINOR,21,0
2023-05-01,"ANGEL PT 1 (FEAT. JIMIN OF BTS, JVKE & MUNI LONG)","KODAK BLACK, NLE CHOPPA, MUNI LONG, JVKE, JIMIN",5,577,14,133753727.0,22,18,15.0,1,0.0,74,MINOR,11,0
2023-05-11,ACRÏ¿½Ï¿½S,SHAKIRA,1,955,29,123124076.0,37,50,79.0,11,31.0,144,MAJOR,84,0
2022-11-24,AMG,"NATANAEL CANO, GABITO BALLESTEROS, PESO PLUMA",3,995,19,463564958.0,12,117,9.0,5,3.0,136,MINOR,15,0
2023-05-15,"PHIR AUR KYA CHAHIYE (FROM ""ZARA HATKE ZARA BACHKE"")","ARIJIT SINGH, SACHIN-JIGAR, AMITABHA BHATTACHARYA",3,178,6,64533040.0,6,71,1.0,0,31.0,100,MAJOR,53,0
2023-06-02,S-CLASS,STRAY KIDS,1,290,19,65496046.0,9,101,5.0,0,73.0,105,MINOR,9,0
2023-05-26,HITS DIFFERENT,TAYLOR SWIFT,1,547,0,68616963.0,15,15,6.0,0,0.0,106,MAJOR,15,0
2023-03-30,CHANEL,"BECKY G, PESO PLUMA",2,681,10,161460990.0,15,92,21.0,2,26.0,132,MAJOR,40,0
2023-06-02,SELF LOVE (SPIDER-MAN: ACROSS THE SPIDER-VERSE) (METRO BOOMIN & COI LERAY),"METRO BOOMIN, COI LERAY",2,332,5,70106975.0,18,41,5.0,0,19.0,120,MAJOR,21,0
2023-03-17,AREA CODES,"KALIII, KALIII",2,1197,13,113509496.0,44,34,25.0,1,171.0,155,MAJOR,2,0
2023-05-13,ABCDARIO,"JUNIOR H, EDEN MUÏ¿½Ï",2,262,5,89933133.0,8,60,4.0,1,109.0,129,MAJOR,78,0
2022-09-29,OBSESSED,"ABHIJAY SHARMA, RIAR SAAB",2,161,6,71007139.0,10,79,2.0,0,42.0,135,MINOR,62,0
2023-06-02,PIÏ¿½Ï¿½MAN DEÏ¿,"SEMICENK, DOÏ¿½Ï¿½U",2,185,3,43522589.0,5,6,4.0,1,33.0,98,MINOR,28,0
2023-03-31,FLOWER,JISOO,1,839,18,232896922.0,20,110,20.0,0,69.0,124,MINOR,3,0
2023-06-02,"ALL THE WAY LIVE (SPIDER-MAN: ACROSS THE SPIDER-VERSE) (METRO BOOMIN & FUTURE, LIL UZI VERT)","FUTURE, LIL UZI VERT, METRO BOOMIN",3,259,0,37126685.0,5,17,5.0,0,0.0,135,MINOR,18,0
2023-03-23,EYES CLOSED,ED SHEERAN,1,2915,30,195576623.0,116,69,107.0,3,675.0,107,MAJOR,30,0
2022-10-12,ESCAPISM.,"RAYE, 070 SHAKE",2,5129,25,532336353.0,116,84,114.0,18,348.0,96,MAJOR,14,0
2022-11-30,LA JUMPA,"ARCANGEL, BAD BUNNY",2,3794,34,538115192.0,47,77,53.0,10,8.0,123,MAJOR,30,0
2023-05-26,KARMA (FEAT. ICE SPICE),"TAYLOR SWIFT, ICE SPICE",2,588,0,46142772.0,23,21,31.0,0,0.0,90,MAJOR,6,0
2022-12-02,SUPERHERO (HEROES & VILLAINS) [WITH FUTURE & CHRIS BROWN],"FUTURE, CHRIS BROWN, METRO BOOMIN",3,2959,16,401036314.0,41,69,38.0,0,36.0,117,MINOR,14,0
2023-04-04,LAS MORRAS,"BLESSD, PESO PLUMA",2,291,8,127026613.0,8,78,4.0,1,1.0,133,MINOR,31,0
2022-12-02,CHORRITO PA LAS ANIMAS,FEID,1,2321,36,345031710.0,29,65,34.0,5,3.0,96,MINOR,11,0
2022-12-01,CH Y LA PIZZA,"FUERZA REGIDA, NATANAEL CANO",2,536,10,288101651.0,10,72,8.0,3,14.0,149,MAJOR,40,0
2023-05-26,SNOW ON THE BEACH (FEAT. MORE LANA DEL REY),"LANA DEL REY, TAYLOR SWIFT",2,359,2,60350538.0,1,0,9.0,0,0.0,110,MINOR,81,0
2022-11-30,PLAYERS,COI LERAY,1,4096,6,335074782.0,118,48,143.0,0,240.0,105,MAJOR,3,0
2023-05-22,BITE ME,ENHYPEN,1,349,69,76767396.0,8,96,5.0,0,56.0,105,MAJOR,28,0
2023-05-26,STAND BY ME (FEAT. MORGAN WALLEN),"LIL DURK, MORGAN WALLEN",2,381,5,46065667.0,23,82,6.0,0,113.0,134,MAJOR,6,0
2022-07-08,NORMAL,FEID,1,2461,36,459276435.0,47,66,45.0,5,6.0,170,MINOR,4,0
2023-06-02,HUMMINGBIRD (METRO BOOMIN & JAMES BLAKE),"JAMES BLAKE, METRO BOOMIN",2,277,1,39666245.0,1,20,5.0,0,1.0,81,MAJOR,46,1
2023-03-01,SEU BRILHO SUMIU - AO VIVO,"ISRAEL & RODOLFFO, MARI FERNANDEZ",2,967,5,138517666.0,7,29,51.0,1,29.0,154,MAJOR,31,0
2022-06-29,BAD HABIT,STEVE LACY,1,8186,12,822633917.0,155,72,131.0,16,29.0,169,MAJOR,63,0
2022-07-29,CUFF IT,BEYONCÏ¿,1,7842,10,595900742.0,215,88,330.0,26,23.0,115,MAJOR,4,0
2023-06-05,LILITH (FEAT. SUGA OF BTS) (DIABLO IV ANTHEM),"HALSEY, SUGA",2,215,6,51985779.0,6,14,8.0,2,4.0,84,MINOR,1,0
2023-05-18,69,"NICKY JAM, FEID",2,1134,22,57945987.0,39,14,48.0,2,3.0,93,MAJOR,11,0
2023-04-21,NIÏ¿½Ï¿½A BO,"SEAN PAUL, FEID",2,1305,34,115010040.0,29,26,43.0,5,44.0,91,MAJOR,10,0
2023-04-07,SEARCH & RESCUE,DRAKE,1,2066,6,175097833.0,58,70,43.0,0,182.0,142,MINOR,6,0
2023-05-19,AMERICA HAS A PROBLEM (FEAT. KENDRICK LAMAR),"KENDRICK LAMAR, BEYONCÏ¿",2,896,0,57089066.0,34,2,33.0,0,1.0,126,MAJOR,1,0
2022-10-21,LAVENDER HAZE,TAYLOR SWIFT,1,3763,8,488386797.0,51,43,38.0,10,1.0,97,MAJOR,26,0
2023-06-02,"LINK UP (METRO BOOMIN & DON TOLIVER, WIZKID FEAT. BEAM & TOIAN) - SPIDER-VERSE REMIX (SPIDER-MAN: ACROSS THE SPIDER-VERSE )","WIZKID, TOIAN, METRO BOOMIN, DON TOLIVER, BEAM",5,197,0,32761689.0,3,10,3.0,0,0.0,101,MAJOR,41,51
2022-05-06,EFECTO,BAD BUNNY,1,4004,33,1047480053.0,34,65,43.0,6,2.0,98,MINOR,14,0
2023-01-27,ERRO GOSTOSO - AO VIVO,SIMONE MENDES,1,984,5,153454328.0,8,57,76.0,2,49.0,154,MAJOR,18,0
2023-02-14,CUPIDO,TINI,1,1240,24,217672943.0,51,29,63.0,4,54.0,120,MAJOR,52,0
2022-10-17,JUST WANNA ROCK,LIL UZI VERT,1,3995,13,457184829.0,72,27,47.0,0,0.0,150,MAJOR,7,0
2016-01-21,UNSTOPPABLE,SIA,1,7681,13,939844851.0,119,66,1.145,2,0.0,174,MAJOR,11,0
2021-09-01,UNTIL I FOUND YOU,STEPHEN SANCHEZ,1,4427,4,726434358.0,69,100,154.0,20,438.0,202,MAJOR,69,0
2022-11-04,RICH FLEX,"DRAKE, 21 SAVAGE",2,4657,18,573633020.0,84,84,42.0,0,23.0,153,MINOR,5,0
2021-10-14,EASY ON ME,ADELE,1,10195,20,1406111294.0,258,87,657.0,22,9.0,142,MAJOR,58,0
2023-05-11,CARTÏ¿½Ï¿½O B,"MC CAVERINHA, KAYBLACK",2,269,4,71573339.0,7,2,30.0,1,11.0,108,MINOR,26,0
2023-06-02,DANGER (SPIDER) (OFFSET & JID),"OFFSET, JID",2,214,0,24975653.0,3,3,6.0,0,0.0,143,MAJOR,4,0
2023-02-14,OI BALDE - AO VIVO,ZÏ¿½Ï¿½ NETO & CRIST,1,845,2,145458418.0,12,57,47.0,1,33.0,108,MAJOR,60,0
2000-01-01,THE REAL SLIM SHADY,EMINEM,1,20763,27,1424589568.0,81,53,3.271,1,17.0,104,MINOR,3,0
2022-12-16,MERCHO,"MIGRANTES, LIL CAKE, NICO VALDI",3,1267,20,231332117.0,41,22,56.0,4,84.0,93,MINOR,43,0
2021-12-10,THE COLOR VIOLET,TORY LANEZ,1,2585,32,415932686.0,3,79,21.0,1,54.0,105,MINOR,16,0
2022-06-10,GLIMPSE OF US,JOJI,1,6330,6,988515741.0,109,42,158.0,3,31.0,170,MAJOR,89,0
2023-05-04,MEJOR QUE YO,"MAMBO KINGZ, DJ LUIAN, ANUEL AA",3,675,1,50847624.0,9,13,11.0,0,1.0,178,MINOR,18,0
2023-05-05,CURTAINS,ED SHEERAN,1,715,0,39893489.0,37,3,27.0,0,50.0,176,MINOR,10,0
2023-05-01,UNFORGIVEN (FEAT. NILE RODGERS),"NILE RODGERS, LE SSERAFIM",2,327,13,92035115.0,14,110,9.0,0,49.0,104,MINOR,11,0
2023-04-21,HAEGEUM,AGUST D,1,244,12,118810253.0,6,84,10.0,2,9.0,85,MAJOR,31,0
2023-04-30,CONEXÏ¿½Ï¿½ES DE MÏ¿½Ï¿½FIA (FEAT. RICH,"RICH THE KID, MATUÏ¿",2,385,4,77233241.0,17,7,41.0,1,29.0,117,MINOR,39,0
2023-02-24,MIENTRAS ME CURO DEL CORA,KAROL G,1,1020,35,206399629.0,15,26,30.0,6,0.0,80,MAJOR,86,0
2023-04-07,NEVER FELT SO ALONE,LABRINTH,1,1730,3,117747907.0,46,5,51.0,0,20.0,98,MAJOR,50,0
2023-02-02,X SI VOLVEMOS,"KAROL G, ROMEO SANTOS",2,2127,33,266624541.0,45,80,53.0,8,4.0,178,MINOR,34,0
2022-04-08,CEILINGS,LIZZY MCALPINE,1,3242,9,293186992.0,67,55,48.0,0,6.0,148,MAJOR,48,0
2023-02-24,CUPID,FIFTY FIFTY,1,526,10,139681964.0,15,93,30.0,0,320.0,120,MAJOR,65,0
2023-04-10,I AM,IVE,1,366,15,123132751.0,16,102,7.0,0,55.0,122,MINOR,1,0
1997-01-01,CUPID Ï¿½Ï¿½Ï¿½ TWIN VER. (FIFTY FIFTY) Ï¿½Ï¿½Ï¿½ SPE,SPED UP 8282,1,472,2,103762518.0,0,0,6.0,0,0.0,144,MAJOR,42,0
2023-03-04,SHORTY PARTY,"CARTEL DE SANTA, LA KELLY",2,432,12,162887075.0,8,14,12.0,2,33.0,96,MAJOR,33,0
2023-04-24,SUPER,SEVENTEEN,1,271,12,91221625.0,16,103,9.0,0,55.0,137,MAJOR,16,0
2022-04-22,SLUT ME OUT,NLE CHOPPA,1,816,4,190490915.0,21,4,13.0,0,4.0,121,MINOR,12,0
2023-04-21,DOUBLE FANTASY (WITH FUTURE),"THE WEEKND, FUTURE",2,1169,0,96180277.0,36,65,28.0,0,0.0,119,MINOR,1,0
2019-08-23,ALL OF THE GIRLS YOU LOVED BEFORE,TAYLOR SWIFT,1,1282,6,185240616.0,26,6,19.0,0,5.0,96,MAJOR,71,0
2022-04-21,PROVENZA,KAROL G,1,6587,34,885093467.0,114,104,147.0,11,20.0,111,MAJOR,66,1
2023-04-14,PRINCESS DIANA (WITH NICKI MINAJ),"NICKI MINAJ, ICE SPICE",2,1444,4,104992946.0,0,0,0.0,0,0.0,148,MAJOR,14,0
2023-02-03,DI QUE SI,"GRUPO MARCA REGISTRADA, GRUPO FRONTERA",2,356,10,147290338.0,4,64,4.0,2,37.0,182,MAJOR,8,0
2021-09-09,SHIVERS,ED SHEERAN,1,10147,30,1302184087.0,234,71,543.0,18,0.0,141,MAJOR,28,0
2022-12-30,IGUALITO A MI APÏ¿,"FUERZA REGIDA, PESO PLUMA",2,265,6,158950978.0,8,84,5.0,1,4.0,145,MINOR,19,0
2023-04-25,SHOONG! (FEAT. LISA OF BLACKPINK),"TAEYANG, LISA",2,351,9,76910644.0,16,90,10.0,0,64.0,110,MINOR,1,0
2022-08-16,KOMANG,RAIM LAODE,1,158,4,137123880.0,5,6,1.0,1,18.0,134,MAJOR,41,0
2022-07-28,DESPECHÏ¿,ROSALÏ¿½,1,7613,33,782369383.0,180,90,422.0,15,55.0,130,MAJOR,18,0
2022-10-21,MADE YOU LOOK,MEGHAN TRAINOR,1,3956,6,502574952.0,142,23,127.0,3,16.0,145,MAJOR,35,0
2023-02-05,WATCH THIS - ARIZONATEARS PLUGGNB REMIX,"SPED UP NIGHTCORE, ARIZONATEARS, LIL UZI VERT",3,1638,10,207033255.0,0,0,21.0,0,0.0,130,MINOR,1,10
2022-04-28,NO SE VA,GRUPO FRONTERA,1,924,18,404887295.0,17,80,22.0,9,38.0,173,MAJOR,12,0
2022-11-04,PUNTO G,QUEVEDO,1,1985,35,381161027.0,34,26,37.0,5,1.0,92,MINOR,25,0
2014-06-05,LOVERS ROCK,TV GIRL,1,6339,13,466231982.0,3,1,36.0,1,37.0,105,MINOR,0,1
2021-11-25,METAMORPHOSIS,INTERWORLD,1,1561,24,357580552.0,18,78,24.0,0,30.0,175,MINOR,43,90
2023-04-27,MAMI CHULA,"QUEVEDO, JHAYCO",2,875,4,61105704.0,17,13,27.0,0,43.0,120,MINOR,22,0
2022-12-24,EN PARIS,"EL CHACHITO, JUNIOR H",2,406,5,198275403.0,3,31,2.0,1,0.0,139,MINOR,37,0
2023-03-17,SET ME FREE PT.2,JIMIN,1,340,13,168448603.0,4,71,16.0,1,9.0,132,MINOR,12,0
2018-03-29,I WAS NEVER THERE,"THE WEEKND, GESAFFELSTEIN",2,4188,15,705469769.0,30,70,142.0,0,27.0,114,MAJOR,14,0
2023-05-04,DON'T EVER SAY LOVE ME (FEAT. RM OF BTS),"RM, COLDE",2,105,0,34502215.0,5,9,5.0,0,0.0,145,MINOR,36,0
2022-09-16,SHUT DOWN,BLACKPINK,1,1524,17,482175240.0,53,120,62.0,0,2.0,110,MAJOR,0,0
2022-12-22,GATO DE NOCHE,"NENGO FLOW, BAD BUNNY",2,2651,30,304118600.0,21,55,32.0,3,0.0,94,MAJOR,17,0
2018-03-29,CALL OUT MY NAME,THE WEEKND,1,11087,6,1449799467.0,151,107,801.0,1,105.0,134,MAJOR,21,0
2023-03-24,LIKE CRAZY (ENGLISH VERSION),JIMIN,1,373,19,173627354.0,4,72,5.0,0,5.0,120,MAJOR,0,0
2023-02-02,ROSA PASTEL,"JASIEL NUÏ¿½Ï¿½EZ, PESO P",2,200,4,90025258.0,8,77,2.0,1,1.0,123,MINOR,24,0
2021-12-03,SUNROOF,"NICKY YOURE, DAZY",2,3741,17,652704649.0,156,35,110.0,19,0.0,131,MAJOR,35,0
2002-01-01,LOSE YOURSELF - SOUNDTRACK VERSION,EMINEM,1,32502,21,1829992958.0,247,54,5.567,1,51.0,171,MAJOR,1,0
2002-05-26,SUPERMAN,"EMINEM, DINA RAE",2,7615,14,655466831.0,18,51,1.005,0,0.0,130,MINOR,2,0
2023-03-02,MAS RICA QUE AYER,"MAMBO KINGZ, DJ LUIAN, ANUEL AA",3,1208,34,146409671.0,10,41,20.0,0,1.0,94,MAJOR,34,0
2023-04-07,PEOPLE PT.2 (FEAT. IU),"IU, AGUST D",2,209,4,95816024.0,4,45,11.0,2,24.0,89,MINOR,39,0
2023-03-17,REMIX EXCLUSIVO,FEID,1,1235,9,117206995.0,20,8,15.0,0,6.0,87,MINOR,4,0
2023-03-22,"ARCÏ¿½Ï¿½NGEL: BZRP MUSIC SESSIONS, VOL","ARCANGEL, BIZARRAP",2,654,3,100409613.0,11,3,18.0,1,1.0,124,MINOR,55,0
2023-03-27,DOGTOOTH,"TYLER, THE CREATOR",2,1479,0,80758350.0,23,0,18.0,0,33.0,78,MAJOR,51,0
2022-11-01,10:35,"TIÏ¿½Ï¿½STO, TATE M",2,4942,26,325592432.0,190,104,147.0,18,63.0,120,MAJOR,7,0
2023-03-31,SORRY NOT SORRY,"TYLER, THE CREATOR",2,709,0,58473276.0,8,1,13.0,0,0.0,96,MINOR,40,0
2023-03-25,HAPPY,NF,1,660,0,52722996.0,22,7,11.0,0,78.0,106,MAJOR,31,0
2021-12-24,LA BEBE,YNG LVCAS,1,489,17,191945597.0,4,11,5.0,1,2.0,170,MINOR,62,0
2023-03-24,I KNOW - PR1SVX EDIT,"KANII, PR1ISVX",2,407,0,77377503.0,16,15,5.0,0,1.0,134,MINOR,8,47
2022-05-20,LATE NIGHT TALKING,HARRY STYLES,1,7461,8,743693613.0,166,42,199.0,16,58.0,115,MAJOR,30,0
2022-12-09,LEÏ¿½,MARÏ¿½Ï¿½LIA MENDO,1,993,4,267789608.0,30,84,88.0,1,28.0,130,MAJOR,45,0
2020-03-20,SAVE YOUR TEARS (WITH ARIANA GRANDE) (REMIX),"ARIANA GRANDE, THE WEEKND",2,9161,5,1221813483.0,240,98,468.0,3,10.0,118,MAJOR,3,0
2022-04-22,SOMETHING IN THE ORANGE,ZACH BRYAN,1,3282,12,449701773.0,67,84,46.0,16,117.0,110,MAJOR,42,0
2023-03-29,VOID,MELANIE MARTINEZ,1,596,0,67070410.0,29,9,12.0,0,52.0,100,MAJOR,18,4
2023-03-14,DIJERON QUE NO LA IBA LOGRAR,"FUERZA REGIDA, CHINO PACAS",2,320,6,116334601.0,5,48,2.0,1,9.0,142,MINOR,26,0
2022-10-21,MIDNIGHT RAIN,TAYLOR SWIFT,1,2612,4,433356509.0,19,29,21.0,0,0.0,140,MAJOR,72,0
2023-02-10,IF WE EVER BROKE UP,MAE STEPHENS,1,2040,4,165584767.0,81,27,66.0,9,444.0,116,MAJOR,62,0
2022-05-13,YOU PROOF,MORGAN WALLEN,1,2128,9,367814306.0,37,88,9.0,0,14.0,120,MAJOR,25,0
2022-04-01,LA INOCENTE,"FEID, MORA",2,2598,37,477033549.0,28,57,43.0,8,85.0,92,MINOR,31,0
2022-10-26,MALAS DECISIONES,KENIA OS,1,542,2,156214700.0,23,2,21.0,0,0.0,110,MINOR,5,0
2022-01-21,MURDER IN MY MIND,KORDHELL,1,2459,20,448843705.0,20,68,50.0,0,22.0,120,MAJOR,1,0
1995-07-11,GANGSTA'S PARADISE,"COOLIO, L.V.",2,10624,17,1357608774.0,21,0,386.0,0,0.0,80,MAJOR,9,0
2022-11-13,CAIRO,"KAROL G, OVY ON THE DRUMS",2,2418,26,294352144.0,52,66,55.0,1,16.0,115,MINOR,47,0
2014-11-28,I LOVE YOU SO,THE WALTERS,1,7536,7,972164968.0,44,19,135.0,0,6.0,76,MAJOR,65,0
2017-02-20,DARK RED,STEVE LACY,1,10431,7,920045682.0,71,53,181.0,0,10.0,172,MAJOR,45,0
2016-09-09,SAY YOU WON'T LET GO,JAMES ARTHUR,1,15722,16,2420461338.0,231,37,1.509,0,13.0,99,MAJOR,69,0
2015-05-27,THE HILLS,THE WEEKND,1,25744,4,1947371785.0,122,94,1.992,0,18.0,136,MINOR,9,0
2019-05-10,HEART TO HEART,MAC DEMARCO,1,1640,0,244658767.0,27,27,29.0,1,1.0,150,MINOR,67,35
2023-04-07,PEACHES (FROM THE SUPER MARIO BROS. MOVIE),JACK BLACK,1,34,0,68216992.0,0,0,0.0,0,0.0,92,MINOR,79,0
2022-12-15,MARISOLA - REMIX,"DUKI, NICKI NICOLE, CRIS MJ, STANDLY, STARS MUSIC CHILE",5,1845,16,223582566.0,20,8,30.0,2,0.0,95,MAJOR,17,0
2022-07-25,LOKERA,"BRRAY, RAUW ALEJANDRO, LYANNO",3,3301,30,471819764.0,72,64,64.0,6,3.0,102,MINOR,21,0
2022-12-09,LOW,SZA,1,1911,0,272377463.0,23,71,14.0,0,9.0,145,MINOR,43,0
2003-03-24,NUMB,LINKIN PARK,1,20111,5,1361425037.0,39,0,7.341,0,0.0,110,MAJOR,0,0
2023-02-24,TORMENTA (FEAT. BAD BUNNY),"GORILLAZ, BAD BUNNY",2,1529,0,149778242.0,32,18,39.0,2,0.0,95,MAJOR,46,0
2023-03-03,ON THE STREET (WITH J. COLE),"J-HOPE, J. COLE",2,615,2,116599790.0,22,82,8.0,0,9.0,94,MINOR,53,0
2022-12-02,ONE THING AT A TIME,MORGAN WALLEN,1,811,4,148469433.0,11,58,5.0,0,21.0,142,MAJOR,0,0
2022-08-05,MISS YOU,"ROBIN SCHULZ, OLIVER TREE",2,5730,10,497225336.0,108,16,197.0,3,165.0,145,MINOR,1,0
2023-03-03,AINÏ¿½Ï¿½Ï¿½T THA,MORGAN WALLEN,1,356,4,88791109.0,4,20,0.0,0,0.0,121,MINOR,0,0
2023-03-03,THINKINÏ¿½Ï¿½Ï¿½ B,MORGAN WALLEN,1,604,6,125917280.0,22,101,0.0,0,66.0,140,MINOR,49,0
2023-02-23,PRIVATE LANDING (FEAT. JUSTIN BIEBER & FUTURE),"DON TOLIVER, FUTURE, JUSTIN BIEBER",3,1190,0,105062254.0,29,3,18.0,0,19.0,137,MINOR,8,0
2023-01-31,EVERYTHING I LOVE,MORGAN WALLEN,1,579,0,95623148.0,11,54,0.0,0,103.0,104,MAJOR,0,0
2023-02-17,HEAVEN,NIALL HORAN,1,1553,2,144584800.0,61,6,48.0,0,150.0,92,MAJOR,7,0
2022-12-15,LET GO,CENTRAL CEE,1,2301,20,298063749.0,49,23,110.0,0,8.0,146,MINOR,86,0
2023-01-23,SIAL,MAHALINI,1,134,4,166570053.0,4,6,0.0,0,23.0,120,MAJOR,89,0
2023-01-31,I WROTE THE BOOK,MORGAN WALLEN,1,430,0,83021468.0,15,17,0.0,0,0.0,144,MAJOR,9,0
2022-11-05,"APNA BANA LE (FROM ""BHEDIYA"")","ARIJIT SINGH, SACHIN-JIGAR",2,86,0,139836056.0,11,101,0.0,0,48.0,94,MAJOR,80,0
2022-10-31,SPIT IN MY FACE!,THXSOMCH,1,629,14,303216294.0,32,3,9.0,0,0.0,94,MAJOR,5,2
2022-12-15,PLAYA DEL INGLÏ¿½,"MYKE TOWERS, QUEVEDO",2,1701,15,221409663.0,30,15,34.0,2,47.0,113,MINOR,8,0
2023-03-03,MAN MADE A BAR (FEAT. ERIC CHURCH),"MORGAN WALLEN, ERIC CHURCH",2,329,0,58890931.0,14,35,1.0,0,0.0,148,MAJOR,12,0
2023-03-03,RED RUBY DA SLEEZE,NICKI MINAJ,1,1168,0,81419389.0,45,11,20.0,0,21.0,98,MAJOR,12,0
2022-05-31,KAHANI SUNO 2.0,KAIFI KHALIL,1,162,6,156777415.0,1,10,1.0,0,1.0,140,MAJOR,91,0
2022-12-09,NOBODY GETS ME,SZA,1,2536,6,284908316.0,59,100,58.0,13,2.0,100,MAJOR,81,0
2023-02-23,PERO TÏ¿,"KAROL G, QUEVEDO",2,387,11,93438910.0,11,15,14.0,3,1.0,140,MAJOR,39,0
2022-08-01,HYPE BOY,NEWJEANS,1,892,17,363472647.0,20,119,12.0,2,7.0,100,MINOR,27,0
2011-01-01,BLOODY MARY,LADY GAGA,1,3909,0,372476382.0,66,26,277.0,3,734.0,100,MINOR,2,0
2022-10-19,MONOTONÏ¿½,"OZUNA, SHAKIRA",2,3645,15,380726517.0,118,34,150.0,4,19.0,132,MINOR,42,0
2023-03-03,ÝÝÝ98 BRAVES,MORGAN WALLEN,1,282,0,56533272.0,6,15,0.0,0,0.0,142,MAJOR,10,0
2023-01-20,WANDA,QUEVEDO,1,888,22,175399345.0,11,24,7.0,1,7.0,176,MINOR,25,0
2022-05-06,THOUGHT YOU SHOULD KNOW,MORGAN WALLEN,1,968,4,203221468.0,16,53,1.0,0,61.0,140,MAJOR,49,0
2000-10-24,IN THE END,LINKIN PARK,1,25065,6,1624165576.0,63,0,6.808,2,0.0,105,MINOR,1,0
2022-12-08,ZONA DE PERIGO,LEO SANTANA,1,531,4,134294498.0,20,1,71.0,2,0.0,135,MAJOR,75,0
2022-07-28,LOVEZINHO,TREYCE,1,242,0,70069745.0,12,2,13.0,0,4.0,128,MINOR,30,0
2022-06-03,I LIKE YOU (A HAPPIER SONG) (WITH DOJA CAT),"POST MALONE, DOJA CAT",2,5281,14,609293408.0,94,21,80.0,15,38.0,101,MAJOR,12,0
2022-05-06,NEVERITA,BAD BUNNY,1,2590,30,671365962.0,20,64,35.0,6,0.0,122,MAJOR,7,0
2022-09-08,VISTA AL MAR,QUEVEDO,1,1769,34,362361576.0,16,19,21.0,3,4.0,105,MINOR,80,12
2022-12-23,SEM ALIANÏ¿½Ï¿½A NO,"MC XENON, OS GEMEOS DA PUTARIA",2,454,4,93587665.0,6,1,21.0,0,1.0,83,MAJOR,73,0
2021-09-03,ENEMY (WITH JID) - FROM THE SERIES ARCANE LEAGUE OF LEGENDS,"IMAGINE DRAGONS, LEAGUE OF LEGENDS, JID, ARCANE",4,6180,7,1223481149.0,122,88,580.0,21,10.0,77,MINOR,24,0
2017-08-25,REVENGE,XXXTENTACION,1,3600,11,1022258230.0,7,0,203.0,0,2.0,140,MINOR,78,0
2022-11-03,BOMBONZINHO - AO VIVO,"ISRAEL & RODOLFFO, ANA CASTELA",2,1254,6,263453310.0,26,69,73.0,2,6.0,158,MAJOR,31,0
2019-06-28,LA CANCIÏ¿½,"J BALVIN, BAD BUNNY",2,6398,31,1435127549.0,177,109,305.0,3,5.0,176,MAJOR,15,0
2022-10-20,QUÏ¿½Ï¿½ AGO,"YURIDIA, ANGELA AGUILAR",2,660,15,236857112.0,19,59,18.0,5,52.0,98,MAJOR,56,0
2023-01-27,LOVE AGAIN,THE KID LAROI,1,1283,0,147538971.0,57,4,48.0,0,0.0,107,MINOR,72,0
